TimestampMs,Drive/Odom_Heading,Drive/Odom_X,Drive/Odom_Y,Drive/Velocity_Omega,Drive/Velocity_X,Drive/Velocity_Y,Superstructure/Cowl/Angle,Superstructure/Cowl/TargetAngle,Superstructure/Elevator_Height,Superstructure/Feeder/PieceDetected,Superstructure/Flywheel/TargetVelocity,Superstructure/Flywheel/Velocity,Superstructure/Flywheel_Active,Superstructure/Flywheel_AtSpeed,Superstructure/Flywheel_RPM,Superstructure/Flywheel_Target,Superstructure/Intake/PivotAngle,Superstructure/Intake/TargetAngle,Superstructure/Intake_Active,Superstructure/Inventory,Superstructure/Mode,Superstructure/Transfer_Active,Vision/HasTarget,Vision/MeasurementCount,Vision/Target_X,Vision/Target_Y
1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,false,0.0,0.0,false,false,0.0,4000.0,0.0,0.0,false,0.0,IDLE,false,false,0.0,0.0,0.0
